price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size
"8,95 tỷ","5, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","223,75 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,3.4 m,,200 m²,
20 tỷ,"Đường Lê Quang Định, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh","166,67 triệu/m²",4 phòng,4 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
"5,60 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","111,33 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4.37 m,11.2 m,,
"4,79 tỷ","Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","71,49 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.2 m,,,
"10,90 tỷ","Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai","72,67 triệu/m²",5 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4.5 m,34 m,150 m²,
"7,50 tỷ","Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","71,43 triệu/m²",2 phòng,,,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,26 m,,
"1,20 tỷ","Đường tỉnh 826, Xã Phước Lý, Huyện Cần Giuộc, Long An",15 triệu/m²,4 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,20 m,,80 m²
"3,25 tỷ","Đường Tăng Bạt Hổ, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","101,56 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"21,50 tỷ","506/15/21, Đường Ba Tháng Hai, Phường 14, Quận 10, Tp Hồ Chí Minh","298,60 triệu/m²",8 phòng,Nhiều hơn 6 phòng,Đông Bắc,5,Đã có sổ,Nhà phố liền kề,,6 m,,,
"21,50 tỷ","506/15/21, Đường Ba Tháng Hai, Phường 14, Quận 10, Tp Hồ Chí Minh","298,60 triệu/m²",8 phòng,Nhiều hơn 6 phòng,Đông Bắc,5,Đã có sổ,Nhà phố liền kề,,6 m,,,
"1,85 tỷ","Đường Lê Văn Thịnh, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","59,68 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,4 m,,,
"2,15 tỷ","Đường Lê Quang Định, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh","87,76 triệu/m²",2 phòng,2 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,3.5 m,7 m,,
"4,30 tỷ","Đường Phú Lộc 16, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","53,75 triệu/m²",3 phòng,3 phòng,Đông Nam,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Bàn giao thô,,,,
"8,38 tỷ","Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","232,78 triệu/m²",4 phòng,6 phòng,,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.8 m,,,
6 tỷ,"Trịnh Thị Dối, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","27,78 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,8.2 m,33 m,270 m²,
"1,23 tỷ","Đường Bùi Thanh Khiết, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","15,38 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,16 m,,80 m²
"1,85 tỷ","122, Đường Tôn Đản, Phường 8, Quận 4, Tp Hồ Chí Minh","160,87 triệu/m²",2 phòng,2 phòng,Tây Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
680 triệu,"Đường Qui Đức, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",8 triệu/m²,2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,17 m,,
"2,75 tỷ",Cập nhật 2 ngày trước,110 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,,,54 m²,25 m²
"6,45 tỷ",Cập nhật 2 ngày trước,"134,38 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,48 m²
"1,09 tỷ","Đường Tạ Quang Bửu, Phường 3, Quận 8, Tp Hồ Chí Minh","36,33 triệu/m²",2 phòng,,,2,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,5 m,6 m,,30 m²
"5,49 tỷ","Thới An 05, Phường Thới An, Quận 12, Tp Hồ Chí Minh","66,95 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,21 m,,
"2,10 tỷ",Cập nhật 2 ngày trước,"95,45 triệu/m²",5 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,22 m²
"2,25 tỷ",Cập nhật 2 ngày trước,"102,27 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,22 m²
"2,38 tỷ",Cập nhật 2 ngày trước,34 triệu/m²,3 phòng,,,,,"Nhà mặt phố, mặt tiền",,,,,70 m²
"1,75 tỷ",Cập nhật 2 ngày trước,"145,83 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,12 m²
"2,25 tỷ",Cập nhật 2 ngày trước,"204,55 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,11 m²
"3,90 tỷ","Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","81,25 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,,,
12 tỷ,"19 , Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","55,05 triệu/m²",9 phòng,Nhiều hơn 6 phòng,Tây Bắc,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
12 tỷ,"19 , Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","55,05 triệu/m²",9 phòng,Nhiều hơn 6 phòng,Tây Bắc,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
12 tỷ,"Đường Lê Văn Khương, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","55,05 triệu/m²",7 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,8.18 m,,,218 m²
"3,35 tỷ","Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","49,26 triệu/m²",3 phòng,3 phòng,Đông Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"6,70 tỷ","Đường Lê Công Phép, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","139,58 triệu/m²",3 phòng,5 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,12 m,,
"2,20 tỷ","Đường số 11, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","73,33 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,3.5 m,10 m,60 m²,
"4,80 tỷ",Cập nhật 2 ngày trước,"111,63 triệu/m²",1 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,43 m²
"1,59 tỷ","1/6/11, Đường số 11, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,18 triệu/m²",2 phòng,,,1,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,5.5 m,6 m,,
"5,50 tỷ","1056, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","118,03 triệu/m²",2 phòng,2 phòng,Đông,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"12,50 tỷ","187/14, Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh","223,21 triệu/m²",3 phòng,3 phòng,Đông Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"5,50 tỷ","Đường Âu Cơ, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","68,75 triệu/m²",2 phòng,1 phòng,,,Đã có sổ,Nhà phố liền kề,,4.5 m,18 m,,
"10,90 tỷ","Tiền Lân 19, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","49,55 triệu/m²",3 phòng,2 phòng,Đông Bắc,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"3,19 tỷ","Đường Tân Chánh Hiệp 8, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","72,50 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,11 m,,
"9,50 tỷ","Đường Số 8, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",95 triệu/m²,6 phòng,Nhiều hơn 6 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,5 m,,,
17 tỷ,"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","265,63 triệu/m²",6 phòng,4 phòng,,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,16 m,,
"2,50 tỷ","58/86 , Phan Chu Trinh P24 Bình Thạnh, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","156,25 triệu/m²",2 phòng,2 phòng,Tây Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"3,95 tỷ","Đường Bùi Đình Tuý, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","112,86 triệu/m²",5 phòng,5 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,2.8 m,14 m,,
"9,80 tỷ","2, Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",196 triệu/m²,6 phòng,6 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",,4.2 m,,300 m²,
"4,30 tỷ","14 a, Đường Bùi Xuân Phái, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","119,44 triệu/m²",2 phòng,2 phòng,Đông Bắc,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"1,45 tỷ","Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","40,28 triệu/m²",2 phòng,2 phòng,Tây,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,4 m,9 m,,
"10,80 tỷ","10, Đường số 59, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","122,73 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,5.5 m,16 m,,
"10,80 tỷ","10, Đường số 59, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","122,73 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,5.5 m,16 m,,
"2,10 tỷ","Đường Liên Ấp 6-2, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","38,89 triệu/m²",2 phòng,2 phòng,Nam,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,4 m,13.5 m,,
"1,85 tỷ","Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","33,04 triệu/m²",2 phòng,2 phòng,,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,4 m,14 m,112 m²,
"1,40 tỷ","Đường Liên Ấp 6-2, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","29,17 triệu/m²",2 phòng,1 phòng,Tây,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,4 m,12 m,,
"1,68 tỷ","Đường Liên Ấp 1-2-3, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",42 triệu/m²,2 phòng,2 phòng,,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,4 m,10 m,80 m²,
5 tỷ,"Đường số 8, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","34,47 triệu/m²",4 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,8 m,,,
"6,80 tỷ",Quốc Lộ 13,"133,33 triệu/m²",4 phòng,5 phòng,Đông Nam,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"6,30 tỷ","184, Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh","157,50 triệu/m²",5 phòng,4 phòng,Tây Bắc,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
1 tỷ,"Đường An Phú Tây - Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","11,76 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"1,27 tỷ",Cập nhật 15 giờ trước,"63,50 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,20 m²
"3,50 tỷ","Đường Võ Thị Hồi, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","33,33 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,26 m,,
"1,85 tỷ",Cập nhật 16 giờ trước,"28,46 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,65 m²
"17,79 tỷ","Đường Tô Ký, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","92,66 triệu/m²",5 phòng,5 phòng,Tây Nam,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"1,20 tỷ","Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương","10,43 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,5 m,,,
8 tỷ,"Đường Lê Đức Thọ, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",100 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,16 m,,80 m²
"4,40 tỷ",Cập nhật 2 ngày trước,"84,62 triệu/m²",5 phòng,5 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,52 m²
"12,80 tỷ","119/9, Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","109,03 triệu/m²",8 phòng,Nhiều hơn 6 phòng,Tây,5,Đã có sổ,Nhà biệt thự,Hoàn thiện cơ bản,,,,
"12,70 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh","174,93 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.5 m,16.12 m,,
"1,39 tỷ","Ngô Miễn Thiệu, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","18,53 triệu/m²",2 phòng,2 phòng,Nam,1,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"12,70 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh","174,93 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.5 m,16.12 m,,
"1,39 tỷ","Ngô Miễn Thiệu, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","18,53 triệu/m²",2 phòng,2 phòng,Nam,1,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"2,96 tỷ","Đường Linh Trung, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",74 triệu/m²,2 phòng,2 phòng,Đông,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"4,50 tỷ","Nguyễn Duy Trinh, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","86,54 triệu/m²",4 phòng,3 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,4 m,,,
"6,80 tỷ","Đường An Dương Vương, Phường 3, Quận 5, Tp Hồ Chí Minh","178,95 triệu/m²",4 phòng,5 phòng,Tây,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"4,50 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","40,91 triệu/m²",3 phòng,2 phòng,Tây Bắc,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,5 m,,,
"8,39 tỷ","N0D09FEN, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","116,53 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,12 m,,72 m²
"3,85 tỷ","Đường Dạ Nam, Phường 3, Quận 8, Tp Hồ Chí Minh","106,94 triệu/m²",3 phòng,3 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"2,30 tỷ",Cập nhật 2 ngày trước,92 triệu/m²,2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,25 m²
935 triệu,Cập nhật 2 ngày trước,"13,13 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,71.2 m²
"3,38 tỷ","Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","66,27 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.5 m,,,
"3,46 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","78,64 triệu/m²",2 phòng,2 phòng,Tây,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"9,45 tỷ","10, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",189 triệu/m²,4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,4.2 m,,200 m²,
"5,70 tỷ",Cập nhật 2 ngày trước,"172,73 triệu/m²",3 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",,,,,33 m²
"4,30 tỷ",Cập nhật 2 ngày trước,"71,67 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,60 m²
"4,15 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","90,22 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.3 m,,,
4 tỷ,"Hẻm 330 QL 1A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","62,50 triệu/m²",1 phòng,1 phòng,Nam,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"8,50 tỷ","Đường Lê Quang Định, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh","229,73 triệu/m²",4 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5.2 m,7.2 m,,37 m²
"5,90 tỷ","Phạm Thế Hiển, Phường 1, Quận 5, Tp Hồ Chí Minh","147,50 triệu/m²",4 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,3.6 m,13 m,,
"4,59 tỷ","Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","95,63 triệu/m²",4 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"4,40 tỷ","Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","48,89 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,18 m,,90 m²
"3,25 tỷ","Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh","75,58 triệu/m²",4 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.6 m,,,
"3,15 tỷ","Đường Chu Văn An, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","52,50 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",,5 m,12 m,,
"4,49 tỷ","Trương Thị Hoa ( TTH07), Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","78,77 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4.2 m,14 m,,
"1,10 tỷ","Đường Bông Văn Dìa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","5,48 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,10 m,20 m,,
5 tỷ,"Đường Vườn Lài, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","67,39 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5.3 m,14 m,,74.2 m²
"11,90 tỷ","Lê Quang Định , Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","169,27 triệu/m²",3 phòng,3 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Bàn giao thô,4.5 m,,,
"10,49 tỷ","Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","107,04 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,Nhà biệt thự,Nội thất cao cấp,7 m,16 m,,
"4,15 tỷ","QL1A ,Cạnh Công Viên Phần Mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","64,84 triệu/m²",4 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"9,05 tỷ","Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",181 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,4 m,,,
"2,20 tỷ","59/6a, Đường Thạnh Lộc 31, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","42,31 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.7 m,,,
"24,50 tỷ","Đường Bà Hạt, Phường 6, Quận 10, Tp Hồ Chí Minh","269,23 triệu/m²",8 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,7 m,13 m,,91 m²
"9,30 tỷ",Cập nhật 2 ngày trước,"175,47 triệu/m²",6 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,53 m²
"8,60 tỷ","Ngõ 123 Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội","175,51 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,8,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.3 m,,,
480 triệu,"Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","1,78 triệu/m²",10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,10 m,27 m,,
"3,63 tỷ","Nguyễn Thiện Thuật, Phường 3, Quận 3, Tp Hồ Chí Minh","181,50 triệu/m²",4 phòng,5 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,5 m,,
"8,50 tỷ","Đường 18M, Phường Mộ Lao, Quận Hà Đông, Hà Nội","106,25 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,5 m,,350 m²,
"9,60 tỷ","12, Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","252,63 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,4.4 m,,200 m²,
"7,30 tỷ","Đường Cách Mạng Tháng 8, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh","128,07 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,14 m,,
6 tỷ,"Đường Hồng Bàng, Phường 6, Quận 6, Tp Hồ Chí Minh","133,33 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,3.5 m,,,
"5,48 tỷ","Đường số 6, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","104,38 triệu/m²",2 phòng,2 phòng,Đông,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"3,36 tỷ","Đường Phùng Văn Cung, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh",168 triệu/m²,5 phòng,6 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,5 m,,
990 triệu,"Đường An Phú Tây - Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",9 triệu/m²,3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
9 tỷ,Cập nhật 17 giờ trước,45 triệu/m²,7 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,200 m²,
"2,59 tỷ","Hẻm 131 Đường Nguyễn Trường Tộ, Phường Tân Hòa, Thành phố Biên Hòa, Đồng Nai","22,92 triệu/m²",3 phòng,2 phòng,Đông,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"4,35 tỷ",Cập nhật 2 ngày trước,"106,10 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,41 m²
"6,50 tỷ",Cập nhật 2 giờ trước,"83,76 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,198 m²,77.6 m²
"13,90 tỷ",Cập nhật 2 ngày trước,"68,47 triệu/m²",4 phòng,3 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"9,55 tỷ","Đường Lý Thường Kiệt, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","173,64 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,10.5 m,,
