price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
500 triệu,"Đường Quốc lộ 22, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","2,29 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư 1 phần",218 m²,9 m,20 m
700 triệu,"Đường Quốc lộ 22, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","4,35 triệu/m²",,Đã có sổ,Đất thổ cư,,161 m²,5 m,32.2 m
"5,50 tỷ",Cập nhật 9 ngày trước,"60,77 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,90.5 m²,,
"5,90 tỷ","Phú Định, Phường 16, Quận 8, Tp Hồ Chí Minh","49,58 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,119 m²,7 m,17 m
2 tỷ,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",20 triệu/m²,,Đang chờ sổ,Đất nền dự án,,100 m²,5 m,20 m
580 triệu,"Đường Nguyễn Thị Lắng, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","3,63 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",160 m²,5 m,32 m
570 triệu,Đường Nguyễn Văn Khạ,"4,66 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",122.4 m²,6 m,20.5 m
"5,42 tỷ","Hẻm 163 đường vườn lài , Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","60,90 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,89 m²,5 m,18 m
580 triệu,"Bến thang, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","5,80 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,5 m,20 m
"3,20 tỷ","Đường Dương Văn hạnh, Xã Lý Nhơn, Huyện Cần Giờ, Tp Hồ Chí Minh","10,67 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,300 m²,15 m,20 m
"5,50 tỷ","Hẻm 251 đường vườn lài , Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","83,59 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Mặt tiền,65.8 m²,5 m,13.17 m
"11,50 tỷ",Cập nhật 9 ngày trước,"85,19 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,135 m²,,
580 triệu,"Đường Tỉnh lộ 7, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","1,45 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,400 m²,10 m,40 m
720 triệu,"ql22, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh","2,31 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần,Hẻm xe hơi",312 m²,8 m,39 m
"10,80 tỷ","Đường Số 25, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","118,68 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,91 m²,6 m,15.5 m
7 tỷ,"Đường số 8, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,91 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,123 m²,4.75 m,26 m
"4,29 tỷ",Cập nhật 9 ngày trước,"53,63 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,,
820 triệu,"Nguyễn Văn Khạ, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","5,39 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",152 m²,5 m,31 m
2 tỷ,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","13,33 triệu/m²",,Đã có sổ,Đất nền dự án,,150 m²,5 m,30 m
"1,25 tỷ","Xuân Thới Sơn 8, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","11,57 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",108 m²,8 m,13 m
625 triệu,"Đường Cây Trôm, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh","1,28 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Thổ cư 1 phần",490 m²,10 m,49 m
"6,50 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","63,11 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi",103 m²,6.1 m,16.5 m
"4,55 tỷ","Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","84,26 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",54 m²,4 m,13.5 m
"4,20 tỷ","Đường số 4 bình hưng hòa A quận bình tân , Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",70 triệu/m²,Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,60 m²,4 m,15 m
"4,70 tỷ","Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","73,44 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Hẻm xe hơi,64 m²,4 m,16 m
"7,45 tỷ","Đường 52B, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","67,73 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,110 m²,5 m,22 m
620 triệu,"Đường Nguyễn Kim Cương, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","2,70 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Thổ cư 1 phần",230 m²,7.2 m,32 m
"6,30 tỷ","Đường Số 8, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","76,83 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,82 m²,4.5 m,
"4,50 tỷ","Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","59,21 triệu/m²",,Đã có sổ,Đất thổ cư,,76 m²,4 m,19 m
"6,60 tỷ","Đường Thống Nhất, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","73,33 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",90 m²,6 m,15 m
2 tỷ,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất nền dự án,,100 m²,5 m,20 m
695 triệu,"Đường Nguyễn Thị Nếp, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","3,09 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,225 m²,7.5 m,30 m
"6,20 tỷ",Cập nhật 9 ngày trước,"106,90 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,58 m²,,
"2,60 tỷ","Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",26 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,6 m,16 m
2 tỷ,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất nền dự án,,100 m²,5 m,20 m
12 tỷ,"KÊNH TRUNG ƯƠNG , Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",12 triệu/m²,,Đã có sổ,Đất nông nghiệp,Mặt tiền,1000 m²,29 m,35 m
"4,60 tỷ","Đường 509, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh","4,60 triệu/m²",,Đã có sổ,Đất thổ cư,,1000 m²,20 m,50 m
12 tỷ,"Đường Trấn Đại Nghĩa, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","4,46 triệu/m²",,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,2688 m²,35 m,82 m
"5,20 tỷ","Đường T12, Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","22,81 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,228 m²,8 m,24 m
"1,77 tỷ","Đường Long Phước, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","34,04 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,52 m²,4.2 m,12.3 m
300 tỷ,undefined,"35,01 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,8570 m²,75 m,114 m
"2,30 tỷ","Đường Ba Sa, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","1,64 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,1400 m²,35 m,40 m
"8,50 tỷ","779, Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","66,41 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,128 m²,4 m,31 m
400 triệu,"Đường Quốc lộ 22, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh","2,86 triệu/m²",,Đã có sổ,Đất thổ cư,,140 m²,5 m,28 m
"2,75 tỷ","Đường số 13, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,78 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,,50.2 m²,4.83 m,10.4 m
"3,80 tỷ","Đường Số 4, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,72 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",78 m²,6.8 m,12.6 m
"3,95 tỷ","Hẻm 40/17, Đường số 7, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","74,53 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,53 m²,4 m,13.5 m
"4,50 tỷ","Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",45 triệu/m²,,Đang chờ sổ,Đất nền dự án,,100 m²,5 m,20 m
"1,22 tỷ","Đường Nguyễn Văn Ni, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","12,71 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",96 m²,5 m,19 m
"7,20 tỷ",Đường 59,"73,32 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",98.2 m²,4 m,24.5 m
78 tỷ,"Bác Ái, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","105,98 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,736 m²,15 m,49 m
"9,50 tỷ",Cập nhật 10 ngày trước,"88,79 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,107 m²,,
"3,20 tỷ","Hẽm 1088, Nguyễn Duy Trinh, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","50,63 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ,Nở hậu",63.2 m²,4 m,15.6 m
30 tỷ,"Đường số 27, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","73,17 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,410 m²,15 m,27 m
"3,40 tỷ","Hẻm 34 Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","25,76 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,132 m²,4 m,30 m
"6,30 tỷ","Đường Nguyễn Thị Sáu, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","26,69 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,236 m²,10 m,24 m
"3,53 tỷ","Đường Thạnh Lộc 53, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","16,36 triệu/m²",,Đã có sổ,Đất thổ cư,,216 m²,5 m,23 m
385 triệu,"LÊ HỒNG PHONG, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","1,43 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,270 m²,9 m,30 m
17 tỷ,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","37,78 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",450 m²,9 m,50 m
"5,40 tỷ","Đường Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","100,37 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,53.8 m²,4.76 m,11 m
875 triệu,"Đường Số 85, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","6,63 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",132 m²,5 m,26.61 m
"10,50 tỷ","Đường Xuân Thới Thượng 4, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","19,44 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,540 m²,12 m,45 m
"16,72 tỷ","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",152 triệu/m²,Đông Bắc,Đã có sổ,Đất nền dự án,Mặt tiền,,5 m,22 m
11 tỷ,"835B, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh","4,07 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Thổ cư 1 phần",2700 m²,33 m,
"29,70 tỷ","Đường Tam Đa, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","23,24 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu",1278 m²,15.5 m,95 m
"4,30 tỷ","Đường Hồ Văn Long, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","78,18 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Mặt tiền,Thổ cư toàn bộ",55 m²,5 m,11 m
"5,50 tỷ","Phạm Thị Kỳ, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","52,38 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,105 m²,5 m,21 m
"6,50 tỷ","1243, Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","34,03 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,191 m²,5 m,40 m
"2,70 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","33,75 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,5 m,16 m
4 tỷ,Cập nhật 10 ngày trước,754.716 đ/m²,,Đã có sổ,Đất nông nghiệp,Chưa có thổ cư,5300 m²,,
"3,38 tỷ","Đường Tô Ký, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","50,07 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Chưa có thổ cư,Thổ cư toàn bộ,Nở hậu",67.5 m²,4.3 m,15 m
12 tỷ,"1243, Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","33,24 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,361 m²,9 m,40 m
7 tỷ,Cập nhật 10 ngày trước,"35,90 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,195 m²,,
79 tỷ,"Đường Tx 31, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","44,89 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,1760 m²,47 m,38 m
"6,02 tỷ","Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",55 triệu/m²,Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",,5 m,21.9 m
"3,80 tỷ","Đường Thới An 20, Phường Thới An, Quận 12, Tp Hồ Chí Minh","55,88 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,68 m²,4 m,18 m
3 tỷ,"Chưa có, Tam đa, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,79 triệu/m²",,Giấy tờ viết tay,Đất nông nghiệp,Không có thổ cư,1677 m²,25 m,60 m
"6,50 tỷ","Mặt tiền đường 301, Đường 301, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","18,06 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",360 m²,8 m,45 m
"3,50 tỷ","Đường Số 1, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","64,81 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",54 m²,4 m,14 m
"3,50 tỷ","Đường Số 1, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","64,81 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",54 m²,4 m,14 m
"6,90 tỷ","Đường Số 37, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","96,64 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",71.4 m²,4.5 m,16 m
"4,15 tỷ","120/4 , Đường số 4, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","87,92 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",47.2 m²,4.07 m,11.65 m
"1,88 tỷ","Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","14,43 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,,130 m²,5 m,26 m
"6,10 tỷ","Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",61 triệu/m²,Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",100 m²,4 m,25 m
"4,56 tỷ","Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",67 triệu/m²,,Đã có sổ,Đất thổ cư,"Nở hậu,Mặt tiền,Hẻm xe hơi",68 m²,4 m,17 m
"5,80 tỷ","Đường Ấp Đông 4, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",58 triệu/m²,Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",100 m²,5 m,20 m
"5,30 tỷ","Đường Thạnh Xuân 33, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","37,86 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,140 m²,5 m,28 m
"2,77 tỷ","Cầu vượt Tỉnh lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","53,98 triệu/m²",Tây,Đã có sổ,Đất thổ cư,,51.3 m²,5 m,12.825 m
"4,70 tỷ","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","74,60 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,63 m²,6.35 m,10 m
"12,80 tỷ","Hẻm 668 Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","55,17 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Mặt tiền,232 m²,12 m,22 m
"3,77 tỷ","Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",65 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ,Hẻm xe hơi",58 m²,4 m,14.5 m
"3,40 tỷ","Đường số 8, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","77,27 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,44 m²,5 m,9 m
"4,80 tỷ","Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","27,75 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,173 m²,10 m,17.5 m
"4,90 tỷ",Đường Phan Văn Hớn,"26,92 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,182 m²,13 m,14 m
"2,59 tỷ","Đường Võ Văn Hát, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,68 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",53.2 m²,5 m,10.6 m
"1,50 tỷ","Đường Đông Hưng Thuận 10B, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",15 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,5 m,20 m
"4,50 tỷ","Đường Tỉnh lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","32,14 triệu/m²",Đông,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư 1 phần",140 m²,4 m,35 m
"7,50 tỷ","Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",60 triệu/m²,,Đã có sổ,Đất thổ cư,,125 m²,6 m,21 m
"3,15 tỷ","6b, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","19,69 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",160 m²,5 m,32 m
"5,20 tỷ","Đường Bưng Ông Thoàn, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","46,43 triệu/m²",,Đã có sổ,Đất thổ cư,,112 m²,5 m,22.8 m
"3,25 tỷ","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","35,33 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,92 m²,5.8 m,15 m
"3,10 tỷ","Đường Xuân Thới Thượng 7, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","26,95 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",115 m²,5 m,23 m
850 triệu,"Đường Tân Hiệp 18, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","7,80 triệu/m²",Đông Nam,Đã có sổ,Đất nông nghiệp,"Hẻm xe hơi,Mặt tiền",109 m²,5 m,21 m
"2,95 tỷ","Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","56,73 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,,52 m²,4 m,13 m
250 tỷ,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","137,14 triệu/m²",,Đã có sổ,Đất thổ cư,,1823 m²,35 m,48 m
500 triệu,"Đường Nguyễn Quý Đức, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5 triệu/m²,,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,100 m²,5 m,20 m
"14,50 tỷ","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","65,91 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,220 m²,10 m,22 m
"1,55 tỷ","Nguyễn Thị Tấm, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","9,39 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",165 m²,5 m,31 m
"6,50 tỷ","Đường Tx52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","28,76 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,226 m²,9 m,24 m
"6,20 tỷ","Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","86,11 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,72 m²,4 m,18 m
"4,30 tỷ",Cập nhật 10 ngày trước,"39,09 triệu/m²",,Đã có sổ,Đất thổ cư,,110 m²,,
"4,49 tỷ","39, Lò Lu nối dài, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","70,16 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",64 m²,4 m,16 m
"4,80 tỷ",Đường Lê Văn Lương,32 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",150 m²,7 m,22 m
"2,70 tỷ","Nguyễn Bình, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","39,42 triệu/m²",,Đã có sổ,Đất thổ cư,,68.5 m²,5.8 m,
"7,50 tỷ",Cập nhật 10 ngày trước,"83,33 triệu/m²",,Đã có sổ,Đất thổ cư,,90 m²,,
"1,27 tỷ","Đường Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","18,14 triệu/m²",,Đã có sổ,Đất thổ cư,,70 m²,5 m,14 m
"1,30 tỷ","Đường Quốc lộ 50, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","20,31 triệu/m²",,Giấy tờ viết tay,Đất nông nghiệp,Hẻm xe hơi,64 m²,4 m,16 m
"6,10 tỷ","Đường Số 7, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","106,64 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,57.2 m²,4.37 m,13 m
"1,30 tỷ","Đường Phạm Hữu Tâm, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","15,08 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,86.2 m²,5 m,17.24 m
